0;14.21;20.83
1;15.19;20.85
2;14.55;20.85
3;15.04;20.85
4;14.4;20.77
5;15.87;20.72
6;15.09;20.67
7;14.94;20.59
8;15.63;20.58
9;18.16;20.5
10;15.77;20.5
11;17.63;20.5
12;16.36;20.5
13;17.58;20.5
14;15.67;20.59
15;15.04;20.59
16;15.43;20.67
17;15.97;20.69
18;16.16;20.68
19;15.14;20.71
20;15.63;20.69
21;16.26;20.75
22;14.16;20.75
23;15.23;20.77
24;14.84;20.85
25;18.41;20.91
26;22.02;20.94
27;21.39;20.99
28;24.41;21.03
29;21.14;21.05
30;18.6;21.12
31;19.14;21.12
32;20.21;21.2
33;20.85;21.17
34;20.51;21.19
35;20.95;21.21
36;21;21.21
37;21.09;21.49
38;23;22.06
39;25.59;22.74
40;28.37;23.75
41;22.95;24.02
42;22.75;24.12
43;22.36;24.02
44;27.73;23.78
45;27.98;23.76
46;26.61;23.67
47;30.52;23.76
48;26.42;24.01
49;28.96;24.2
50;28.42;24.48
51;29.15;24.47
52;29.98;24.34
53;29;24.38
54;30.32;24.2
55;27.69;24.02
56;31.84;23.78
57;28.22;23.67
58;27.83;23.53
59;26.66;23.4
60;24.41;23.27
61;25.88;23.11
62;26.76;22.96
63;25.68;22.88
64;22.22;22.78
65;27.34;22.59
66;25.63;22.47
67;27.39;22.35
68;28.27;22.3
69;22.61;22.17
70;21.48;22.17
71;21.44;22.15
72;22.22;22.13
73;21.29;22.1
74;21.09;22.07
75;22.07;22.04
76;20.65;21.97
77;25.05;21.91
78;19.19;21.74
79;19.53;21.73
80;22.71;21.64
81;23.24;21.64
82;19.78;21.56
83;22.22;21.56
84;21.09;21.56
85;19.78;21.56
86;20.65;21.56
87;20.85;21.56
88;21.29;21.57
89;21.09;21.56
90;18.99;21.51
91;18.31;21.38
92;18.46;21.29
93;19.38;21.21
94;18.55;21.19
95;18.26;21.14
96;17.14;21.12
97;17.63;21.12
98;17.33;21.12
99;18.21;21.11
100;22.95;21.03
101;23.34;21.03
102;21.24;21.03
103;20.75;20.95
104;22.07;20.95
105;21.04;20.94
106;20.17;20.94
107;18.26;20.86
108;16.7;20.85
109;17.82;20.85
110;16.8;20.85
111;17.92;20.85
112;16.85;20.85
113;17.87;20.85
114;17.68;20.85
115;17.33;20.85
116;16.8;20.85
117;17.68;20.85
118;17.48;20.85
119;17.14;20.86
120;16.75;20.85
121;18.6;20.87
122;16.7;20.85
123;17.53;20.85
124;16.8;20.79
125;17.48;20.77
126;17.38;20.79
127;17.48;20.79
128;16.5;20.82
129;17.43;20.79
130;16.65;20.77
131;17.19;20.77
132;16.7;20.77
133;17.87;20.69
134;18.21;20.69
135;17.97;20.68
136;18.21;20.68
137;17.43;20.61
138;16.75;20.66
139;16.99;20.6
140;16.7;20.6
141;16.94;20.59
142;16.94;20.59
143;16.55;20.59
144;17.14;20.6
145;16.7;20.65
146;16.89;20.65
147;18.36;20.68
148;16.65;20.66
149;17.19;20.67
150;16.75;20.66
151;17.82;20.68
152;18.16;20.68
153;17.19;20.68
154;16.94;20.68
155;17.58;20.68
156;17.87;20.68
157;18.12;20.68
158;17.19;20.68
159;17.24;20.68
160;16.36;20.68
161;17.33;20.68
162;16.41;20.68
163;18.02;20.68
164;16.31;20.68
165;16.46;20.68
166;16.8;20.67
167;16.06;20.61
168;16.36;20.63
169;16.46;20.63
170;16.21;20.64
171;17.77;20.59
172;16.75;20.59
173;16.36;20.59
174;15.63;20.59
175;16.16;20.59
176;15.09;20.59
177;15.77;20.58
178;15.77;20.59
179;15.58;20.59
180;15.63;20.59
181;16.36;20.56
182;15.14;20.59
183;19.09;20.51
184;16.94;20.52
185;17.19;20.52
186;16.36;20.5
187;18.36;20.5
188;16.94;20.5
189;18.55;20.5
190;17.97;20.5
191;17.38;20.5
192;16.65;20.5
193;17.53;20.5
194;17.53;20.5
195;19.09;20.5
196;17.19;20.5
197;17.33;20.5
198;16.99;20.5
199;17.58;20.5
200;17.09;20.53
201;15.67;20.59
202;15.58;20.59
203;15.87;20.6
204;15.09;20.61
205;16.46;20.68
206;14.99;20.59
207;15.58;20.62
208;14.79;20.59
209;15.09;20.59
210;15.28;20.59
211;15.43;20.59
212;14.6;20.59
213;15.87;20.59
214;15.92;20.59
215;18.21;20.57
216;16.46;20.5
217;15.72;20.56
218;15.33;20.55
219;16.6;20.56
220;16.6;20.51
221;17.68;20.5
222;16.46;20.5
223;17.33;20.5
224;17.09;20.45
225;17.19;20.44
226;18.02;20.44
227;17.92;20.43
228;17.58;20.43
229;17.29;20.42
230;16.7;20.42
231;17.33;20.42
232;16.41;20.42
233;17.72;20.42
234;16.6;20.42
235;17.38;20.42
236;17.68;20.43
237;17.14;20.43
238;16.16;20.43
239;17.29;20.42
240;16.06;20.48
241;16.94;20.5
242;16.26;20.5
243;17.72;20.5
244;16.06;20.5
245;17.33;20.5
246;16.65;20.5
247;18.7;20.5
248;16.21;20.5
249;16.21;20.5
250;16.55;20.5
251;17.33;20.49
252;17.43;20.5
253;17.77;20.44
254;14.31;20.59
255;15.28;20.65
256;14.65;20.68
257;15.09;20.68
